Date|Contact|Amount|Reference
/Date(1515369600000+0000)/|Unit E|1000.0|
/Date(1515369600000+0000)/|Unit E|7084.0|
/Date(1515369600000+0000)/|Unit B|1000.0|
/Date(1515369600000+0000)/|Unit D|1859.0|
/Date(1515369600000+0000)/|Unit A|2266.0|
/Date(1515369600000+0000)/|Unit C|5038.0|
/Date(1515369600000+0000)/|Unit B|5104.0|
/Date(1515369600000+0000)/|Unit D|682.0|
/Date(1515369600000+0000)/|Unit B|868.0|
/Date(1515369600000+0000)/|Unit C|868.0|
/Date(1515369600000+0000)/|Unit A|1054.0|
/Date(1515369600000+0000)/|Unit E|1178.0|
/Date(1515369600000+0000)/|Unit F|744.0|
/Date(1517443200000+0000)/|Unit D|2128.0|
/Date(1517443200000+0000)/|Unit D|688.16|
/Date(1517443200000+0000)/|Unit D|1000.0|
/Date(1517443200000+0000)/|Unit D|14700.0|
/Date(1517443200000+0000)/|Unit C|13650.0|
/Date(1517443200000+0000)/|Unit C|1000.0|
/Date(1517443200000+0000)/|Unit C|688.16|
/Date(1517443200000+0000)/|Unit C|3670.8|
/Date(1517702400000+0000)/|Unit E|14700.0|
/Date(1517702400000+0000)/|Unit E|1000.0|
/Date(1517702400000+0000)/|Unit E|1313.76|
/Date(1517702400000+0000)/|Unit E|7479.92|
/Date(1518048000000+0000)/|Unit F|750.72|
/Date(1518048000000+0000)/|Unit F|1170.4|
/Date(1518048000000+0000)/|Unt F|14700.0|
/Date(1518048000000+0000)/|Unit F|1000.0|
/Date(1518307200000+0000)/|Unit A|813.28|
/Date(1518307200000+0000)/|Unit B|750.72|
/Date(1518307200000+0000)/|Unit A|1713.04|
/Date(1518307200000+0000)/|Unit B|5043.36|
/Date(1518307200000+0000)/|Unit B|14700.0|
/Date(1518307200000+0000)/|Unit A|16000.0|
/Date(1518307200000+0000)/|Unit A|1000.0|
/Date(1518307200000+0000)/|Unit B|1000.0|
/Date(1520121600000+0000)/|Unit C|1000.0|
/Date(1520121600000+0000)/|Unit C|888.09|
/Date(1520121600000+0000)/|Unit C|13650.0|
/Date(1520121600000+0000)/|Unit D|888.09|
/Date(1520121600000+0000)/|Unit D|14700.0|
/Date(1520121600000+0000)/|Unit D|1000.0|
/Date(1520121600000+0000)/|Unit F|1504.95|
/Date(1520121600000+0000)/|Unit C|5356.2|
/Date(1520121600000+0000)/|Unit D|2215.95|
/Date(1520121600000+0000)/|Unit F|1000.0|
/Date(1520121600000+0000)/|Unit F|951.0|
/Date(1520121600000+0000)/|Unt F|14700.0|
/Date(1520208000000+0000)/|Unit E|1000.0|
/Date(1520208000000+0000)/|Unit E|8022.45|
/Date(1520208000000+0000)/|Unit E|1459.0|
/Date(1520208000000+0000)/|Unit E|14700.0|
/Date(1520294400000+0000)/|Unit A|2429.5|
/Date(1520294400000+0000)/|Unit A|824.65|
/Date(1520294400000+0000)/|Unit A|16000.0|
/Date(1520294400000+0000)/|Unit A|1000.0|
/Date(1520640000000+0000)/|Unit B|5593.2|
/Date(1520640000000+0000)/|Unit B|888.09|
/Date(1520640000000+0000)/|Unit B|14700.0|
/Date(1520640000000+0000)/|Unit B|1000.0|
/Date(1522886400000+0000)/|Unit C|1000.0|
/Date(1522886400000+0000)/|Unit C|13650.0|
/Date(1522886400000+0000)/|Unit D|14700.0|
/Date(1522886400000+0000)/|Unit D|2249.0|
/Date(1522886400000+0000)/|Unit D|650.0|
/Date(1522886400000+0000)/|Unit C|910.0|
/Date(1522886400000+0000)/|Unit C|6175.0|
/Date(1522886400000+0000)/|Unit D|1000.0|
/Date(1522972800000+0000)/|Unit G|500.0|
/Date(1522972800000+0000)/|Unit G|3000.0|
/Date(1522972800000+0000)/|Unit G|3500.0|
/Date(1523232000000+0000)/|Unit B|14700.0|
/Date(1523232000000+0000)/|Unit B|1000.0|
/Date(1523232000000+0000)/|Unit B|6227.0|
/Date(1523232000000+0000)/|Unit B|975.0|
/Date(1523232000000+0000)/|Unit F|1000.0|
/Date(1523232000000+0000)/|Unit F|1352.0|
/Date(1523232000000+0000)/|Unit E|1000.0|
/Date(1523232000000+0000)/|Unit E|1820.0|
/Date(1523232000000+0000)/|Unt F|14700.0|
/Date(1523232000000+0000)/|Unit F|845.0|
/Date(1523232000000+0000)/|Unit E|14700.0|
/Date(1523232000000+0000)/|Unit E|9217.0|
/Date(1523577600000+0000)/|Unit A|16000.0|
/Date(1523577600000+0000)/|Unit A|1000.0|
/Date(1523577600000+0000)/|Unit A|2912.0|
/Date(1523577600000+0000)/|Unit A|975.0|
/Date(1525651200000+0000)/|Unit E|14700.0|
/Date(1525651200000+0000)/|Unit E|10517.0|
/Date(1525651200000+0000)/|Unit E|1943.0|
/Date(1525651200000+0000)/|Unit D|1000.0|
/Date(1525651200000+0000)/|Unit D|14700.0|
/Date(1525651200000+0000)/|Unit C|1000.0|
/Date(1525651200000+0000)/|Unit C|13650.0|
/Date(1525651200000+0000)/|Unit C|1072.0|
/Date(1525651200000+0000)/|Unit D|871.0|
/Date(1525651200000+0000)/|Unit C|7189.0|
/Date(1525651200000+0000)/|Unit D|3991.0|
/Date(1525651200000+0000)/|Unit G|500.0|
/Date(1525651200000+0000)/|Unit G|3000.0|
/Date(1525651200000+0000)/|Unit E|1000.0|
/Date(1525910400000+0000)/|Unit F|1000.0|
/Date(1525910400000+0000)/|Unit A|1000.0|
/Date(1525910400000+0000)/|Unit F|14700.0|
/Date(1525910400000+0000)/|Unit B|1000.0|
/Date(1525910400000+0000)/|Unit B|14700.0|
/Date(1525910400000+0000)/|Unit A|16000.0|
/Date(1525910400000+0000)/|Unit F|1417.0|
/Date(1525910400000+0000)/|Unit A|3042.0|
/Date(1525910400000+0000)/|Unit F|737.0|
/Date(1525910400000+0000)/|Unit A|1139.0|
/Date(1525910400000+0000)/|Unit B|1273.0|
/Date(1525910400000+0000)/|Unit B|6955.0|
/Date(1527120000000+0000)/|correction|134.0|
/Date(1528416000000+0000)/|Unit G|500.0|
/Date(1528416000000+0000)/|Unit E|11112.0|
/Date(1528416000000+0000)/|Unit E|2278.0|
/Date(1528416000000+0000)/|Unit C|1072.0|
/Date(1528416000000+0000)/|Unit C|7140.0|
/Date(1528416000000+0000)/|Unit C|13650.0|
/Date(1528416000000+0000)/|Unit G|3000.0|
/Date(1528416000000+0000)/|Unit F|1000.0|
/Date(1528416000000+0000)/|Unit F|14700.0|
/Date(1528416000000+0000)/|Unit F|1273.0|
/Date(1528416000000+0000)/|Unit F|1476.0|
/Date(1528416000000+0000)/|Unit E|1000.0|
/Date(1528416000000+0000)/|Unit E|14700.0|
/Date(1528416000000+0000)/|Unit D|1000.0|
/Date(1528416000000+0000)/|Unit D|14700.0|
/Date(1528416000000+0000)/|Unit D|4716.0|
/Date(1528416000000+0000)/|Unit D|1139.0|
/Date(1528416000000+0000)/|Unit C|1000.0|
/Date(1528416000000+0000)/|Unit B|1000.0|
/Date(1528416000000+0000)/|Unit B|14700.0|
/Date(1528416000000+0000)/|Unit B|6984.0|
/Date(1528416000000+0000)/|Unit B|1206.0|
/Date(1528416000000+0000)/|Unit A|2784.0|
/Date(1528416000000+0000)/|Unit A|16000.0|
/Date(1528416000000+0000)/|Unit A|1000.0|
/Date(1531008000000+0000)/|Unit F|1000.0|
/Date(1531008000000+0000)/|Unit F|14700.0|
/Date(1531008000000+0000)/|Unit F|2520.0|
/Date(1531008000000+0000)/|Unit F|845.0|
/Date(1531008000000+0000)/|Unit C|1000.0|
/Date(1531008000000+0000)/|Unit C|13650.0|
/Date(1531008000000+0000)/|Unit C|6984.0|
/Date(1531008000000+0000)/|Unit C|910.0|
/Date(1531008000000+0000)/|Unit E|14700.0|
/Date(1531008000000+0000)/|Unit E|1000.0|
/Date(1531008000000+0000)/|Unit E|9504.0|
/Date(1531008000000+0000)/|Unit E|1820.0|
/Date(1531008000000+0000)/|Unit G|500.0|
/Date(1531008000000+0000)/|Unit G|3000.0|
/Date(1531008000000+0000)/|Unit A|16000.0|
/Date(1531008000000+0000)/|Unit A|1000.0|
/Date(1531008000000+0000)/|Unit A|3396.0|
/Date(1531008000000+0000)/|Unit A|1430.0|
/Date(1531008000000+0000)/|Unit D|1000.0|
/Date(1531008000000+0000)/|Unit D|14700.0|
/Date(1531008000000+0000)/|Unit D|4152.0|
/Date(1531008000000+0000)/|Unit D|910.0|
/Date(1531008000000+0000)/|Unit B|14700.0|
/Date(1531008000000+0000)/|Unit B|1000.0|
/Date(1531008000000+0000)/|Unit B|7728.0|
/Date(1531008000000+0000)/|Unit B|1040.0|
/Date(1533427200000+0000)/|Unit G|500.0|
/Date(1533427200000+0000)/|Unit G|3000.0|
/Date(1533427200000+0000)/|Unit F|1000.0|
/Date(1533427200000+0000)/|Unit F|14700.0|
/Date(1533427200000+0000)/|Unit D|14700.0|
/Date(1533427200000+0000)/|Unit E|1000.0|
/Date(1533427200000+0000)/|Unit D|1000.0|
/Date(1533427200000+0000)/|Unit C|1000.0|
/Date(1533427200000+0000)/|Unit C|13650.0|
/Date(1533427200000+0000)/|Unit E|14700.0|
/Date(1533427200000+0000)/|Unit F|2366.24|
/Date(1533427200000+0000)/|Unit E|7908.9|
/Date(1533427200000+0000)/|Unit D|2739.18|
/Date(1533427200000+0000)/|Unit C|6661.0|
/Date(1533427200000+0000)/|Unit F|630.0|
/Date(1533427200000+0000)/|Unit E|1071.0|
/Date(1533427200000+0000)/|Unit D|756.0|
/Date(1533427200000+0000)/|Unit C|1008.0|
/Date(1533859200000+0000)/|Unit A|756.0|water
/Date(1533859200000+0000)/|Unit A|3870.86|elect
/Date(1533859200000+0000)/|Unit A|1000.0|dues
/Date(1533859200000+0000)/|Unit A|16000.0|rent
/Date(1533859200000+0000)/|Unit B|945.0|water
/Date(1533859200000+0000)/|Unit B|6957.26|
/Date(1533859200000+0000)/|Unit B|1000.0|dues
/Date(1533859200000+0000)/|Unit B|14700.0|rent
/Date(1536278400000+0000)/|Unit A|3220.48|elect.
/Date(1536278400000+0000)/|Unit A|704.0|water
/Date(1536278400000+0000)/|Unit C|6390.0|elect.
/Date(1536278400000+0000)/|Unit C|896.0|water
/Date(1536278400000+0000)/|Unit D|704.0|water
/Date(1536278400000+0000)/|Unit D|2478.26|elect.
/Date(1536278400000+0000)/|Unit B|6742.88|elect
/Date(1536278400000+0000)/|Unit B|896.0|water
/Date(1536278400000+0000)/|Unit F|2138.6|elect
/Date(1536278400000+0000)/|Unit F|704.0|water
/Date(1536278400000+0000)/|Unit E|1600.0|water
/Date(1536278400000+0000)/|Unit E|8252.48|elect
/Date(1536278400000+0000)/|Unit G|500.0|dues
/Date(1536278400000+0000)/|Unit G|3000.0|rent
/Date(1536278400000+0000)/|Unit F|1000.0|dues
/Date(1536278400000+0000)/|Unit F|14700.0|rent
/Date(1536278400000+0000)/|Unit E|14700.0|rent
/Date(1536278400000+0000)/|Unit D|1000.0|dues
/Date(1536278400000+0000)/|Unit A|16000.0|rent
/Date(1536278400000+0000)/|Unit C|1000.0|dues
/Date(1536278400000+0000)/|Unit A|1000.0|dues
/Date(1536278400000+0000)/|Unit C|13650.0|rent
/Date(1536278400000+0000)/|Unit D|14700.0|rent
/Date(1536278400000+0000)/|Unit B|1000.0|dues
/Date(1536278400000+0000)/|Unit B|14700.0|rent
/Date(1536278400000+0000)/|Unit E|1000.0|dues
/Date(1538956800000+0000)/|Unit F|14700.0|rent
/Date(1538956800000+0000)/|Unit F|1452.0|elect.
/Date(1538956800000+0000)/|Unit F|373.14|water
/Date(1538956800000+0000)/|Unit F|1000.0|dues
/Date(1538956800000+0000)/|Unit C|13650.0|rent
/Date(1538956800000+0000)/|Unit C|5100.0|elect
/Date(1538956800000+0000)/|Unit C|746.28|water
/Date(1538956800000+0000)/|Unit C|1000.0|dues
/Date(1538956800000+0000)/|Unit D|808.47|water
/Date(1538956800000+0000)/|Unit D|2448.0|elect
/Date(1538956800000+0000)/|Unit D|14700.0|rent
/Date(1538956800000+0000)/|Unit D|1000.0|dues
/Date(1538956800000+0000)/|Unit G|500.0|dues
/Date(1538956800000+0000)/|Unit E|8652.0|elect
/Date(1538956800000+0000)/|Unit E|1305.99|water
/Date(1538956800000+0000)/|Unit G|3000.0|rent
/Date(1538956800000+0000)/|Unit E|14700.0|rent
/Date(1538956800000+0000)/|Unit E|1000.0|dues
/Date(1538956800000+0000)/|Unit A|1000.0|dues
/Date(1538956800000+0000)/|Unit A|932.85|water
/Date(1538956800000+0000)/|Unit A|16000.0|rent
/Date(1538956800000+0000)/|Unit A|3756.0|elect
/Date(1539475200000+0000)/|Unit B|14700.0|rent
/Date(1539475200000+0000)/|Unit B|1000.0|dues
/Date(1539475200000+0000)/|Unit B|6360.0|elect
/Date(1539475200000+0000)/|Unit B|559.71|water
/Date(1541635200000+0000)/|Unit G|500.0|dues
/Date(1541635200000+0000)/|Unit B|1240.0|water
/Date(1541635200000+0000)/|Unit B|7649.0|elect
/Date(1541635200000+0000)/|Unit E|9161.0|elect
/Date(1541635200000+0000)/|Unit E|1240.0|water
/Date(1541635200000+0000)/|Unit F|2529.0|elect
/Date(1541635200000+0000)/|Unit F|558.0|water
/Date(1541635200000+0000)/|Unit C|6919.0|elect
/Date(1541635200000+0000)/|Unit C|806.0|water
/Date(1541635200000+0000)/|Unit D|682.0|water
/Date(1541635200000+0000)/|Unit D|2254.0|elect
/Date(1541635200000+0000)/|Unit F|1000.0|dues
/Date(1541635200000+0000)/|Unit F|14700.0|rent
/Date(1541635200000+0000)/|Unit C|13650.0|rent
/Date(1541635200000+0000)/|Unit E|14700.0|rent
/Date(1541635200000+0000)/|Unit E|1000.0|dues
/Date(1541635200000+0000)/|Unit D|14700.0|rent
/Date(1541635200000+0000)/|Unit G|3000.0|rent
/Date(1541635200000+0000)/|Unit D|1000.0|dues
/Date(1541635200000+0000)/|Unit C|1000.0|dues
/Date(1541721600000+0000)/|Unit B|14700.0|rent
/Date(1541721600000+0000)/|Unit B|1000.0|dues
/Date(1541721600000+0000)/|Unit A|1000.0|dues
/Date(1541721600000+0000)/|Unit A|16000.0|rent
/Date(1542067200000+0000)/|Unit A|930.0|water
/Date(1542067200000+0000)/|Unit A|3840.0|elect
/Date(1543795200000+0000)/|Unit D|1000.0|dues
/Date(1543795200000+0000)/|Unit D|2249.0|elect.
/Date(1543795200000+0000)/|Unit D|804.0|water
/Date(1543795200000+0000)/|Unit B|7223.0|elect.
/Date(1543795200000+0000)/|Unit D|14700.0|Rent
/Date(1544140800000+0000)/|Unit F|14700.0|rent
/Date(1544140800000+0000)/|Unit F|2094.0|elect
/Date(1544140800000+0000)/|Unit F|804.0|water
/Date(1544140800000+0000)/|Unit C|1005.0|water
/Date(1544140800000+0000)/|Unit C|6735.0|elect
/Date(1544140800000+0000)/|Unit E|7663.0|elect
/Date(1544140800000+0000)/|Unit E|1407.0|water
/Date(1544140800000+0000)/|Unit G|500.0|dues
/Date(1544140800000+0000)/|Unit G|3000.0|rent
/Date(1544140800000+0000)/|Unit C|13650.0|rent
/Date(1544140800000+0000)/|Unit C|1000.0|dues
/Date(1544140800000+0000)/|Unit E|1000.0|dues
/Date(1544140800000+0000)/|Unit E|14700.0|rent
/Date(1544140800000+0000)/|Unit F|1000.0|dues
/Date(1544659200000+0000)/|Unit A|1000.0|dues
/Date(1544659200000+0000)/|Unit A|16000.0|rent
/Date(1544659200000+0000)/|Unit A|3225.0|elect
/Date(1544659200000+0000)/|Unit A|871.0|water
/Date(1544659200000+0000)/|Unit B|1340.0|water
/Date(1544659200000+0000)/|Unit B|1000.0|dues
/Date(1544659200000+0000)/|Unit B|14700.0|rent
/Date(1547337600000+0000)/|Unit D|1000.0|dues
/Date(1547337600000+0000)/|Unit D|14700.0|rent
/Date(1547337600000+0000)/|Unit D|2190.66|elect
/Date(1547337600000+0000)/|Unit D|726.0|water
/Date(1547337600000+0000)/|Unit E|7906.52|elect
/Date(1547337600000+0000)/|Unit E|1386.0|water
/Date(1547337600000+0000)/|Unit E|14700.0|rent
/Date(1547337600000+0000)/|Unit E|1000.0|dues
/Date(1547337600000+0000)/|Unit C|1000.0|dues
/Date(1547337600000+0000)/|Unit C|13650.0|rent
/Date(1547337600000+0000)/|Unit C|858.0|water
/Date(1547337600000+0000)/|Unit C|6106.0|elect
/Date(1547337600000+0000)/|Unit F|1812.96|elect
/Date(1547337600000+0000)/|Unit F|858.0|water
/Date(1547337600000+0000)/|Unit G|500.0|dues
/Date(1547337600000+0000)/|Unit G|3000.0|rent
/Date(1547337600000+0000)/|Unit F|1000.0|rent
/Date(1547337600000+0000)/|Unit F|14700.0|rent
/Date(1547337600000+0000)/|Unit A|1000.0|dues
/Date(1547337600000+0000)/|Unit A|990.0|water
/Date(1547337600000+0000)/|Unit A|2656.49|elect
/Date(1547337600000+0000)/|Unit A|16000.0|rent
/Date(1547337600000+0000)/|Unit B|7025.22|elect
/Date(1547337600000+0000)/|Unit B|1320.0|water
/Date(1547337600000+0000)/|Unit B|14700.0|rent
/Date(1547337600000+0000)/|Unit B|1000.0|dues
/Date(1549238400000+0000)/|Unit G|500.0|dues
/Date(1549238400000+0000)/|Unit G|3000.0|rent
/Date(1549238400000+0000)/|Unit D|14700.0|rent
/Date(1549238400000+0000)/|Unit D|1000.0|dues
/Date(1549238400000+0000)/|Unit E|14700.0|rent
/Date(1549238400000+0000)/|Unit E|1000.0|dues
/Date(1549238400000+0000)/|Unit E|1433.0|water
/Date(1549238400000+0000)/|Unit E|7068.0|elect.
/Date(1549238400000+0000)/|Unit D|847.0|water
/Date(1549238400000+0000)/|Unit D|2317.0|elect
/Date(1549324800000+0000)/|Unit C|1000.0|dues
/Date(1549324800000+0000)/|Unit C|13650.0|rent
/Date(1549324800000+0000)/|Unit C|5418.0|elect
/Date(1549324800000+0000)/|Unit C|716.87|water
/Date(1549929600000+0000)/|Unit A|16000.0|rent
/Date(1549929600000+0000)/|Unit A|586.0|water
/Date(1549929600000+0000)/|Unit F|1000.0|dues
/Date(1549929600000+0000)/|Unit B|1000.0|dues
/Date(1549929600000+0000)/|Unit F|14700.0|rent
/Date(1549929600000+0000)/|Unit B|14700.0|rent
/Date(1549929600000+0000)/|Unit A|1000.0|dues
/Date(1549929600000+0000)/|Unit B|1303.0|water
/Date(1549929600000+0000)/|Unit B|6378.0|elect
/Date(1549929600000+0000)/|Unit F|1275.0|elect
/Date(1549929600000+0000)/|Unit A|1427.0|elect
/Date(1549929600000+0000)/|Unit F|651.0|water
/Date(1551657600000+0000)/|Unit D|14700.0|rent
/Date(1551657600000+0000)/|Unit D|1000.0|dues
/Date(1551657600000+0000)/|Unit D|884.0|water
/Date(1551657600000+0000)/|Unit D|2210.0|elect.
/Date(1551657600000+0000)/|Unit B|6085.0|elect.
/Date(1551657600000+0000)/|Unit B|1496.0|water
/Date(1551657600000+0000)/|Unit C|884.0|water
/Date(1551657600000+0000)/|Unit C|6222.0|elect.
/Date(1551830400000+0000)/|Unit F|1000.0|dues
/Date(1551830400000+0000)/|Unit F|14700.0|rent
/Date(1551830400000+0000)/|Unit G|500.0|dues
/Date(1551830400000+0000)/|Unit G|3000.0|rent
/Date(1551830400000+0000)/|Unit E|14700.0|rent
/Date(1551830400000+0000)/|Unit E|1000.0|dues
/Date(1551830400000+0000)/|Unit E|1564.0|water
/Date(1551830400000+0000)/|Unit E|7514.0|elect
/Date(1551830400000+0000)/|Unit F|1156.0|water
/Date(1551830400000+0000)/|Unit F|2024.0|elect
/Date(1552521600000+0000)/|Unit B|14700.0|rent
/Date(1552521600000+0000)/|Unit B|1000.0|dues
/Date(1552521600000+0000)/|Unit A|1000.0|dues
/Date(1552521600000+0000)/|Unit A|16000.0|rent
/Date(1552521600000+0000)/|Unit A|2471.0|elect
/Date(1552521600000+0000)/|Unit A|1020.0|water
/Date(1554681600000+0000)/|Unit G|500.0|dues
/Date(1554681600000+0000)/|Unit G|3000.0|rent
/Date(1554681600000+0000)/|Unit E|1000.0|dues
/Date(1554681600000+0000)/|Unit E|14700.0|rent
/Date(1554681600000+0000)/|Unit E|6756.0|elect
/Date(1554681600000+0000)/|Unit E|1088.0|water
/Date(1554681600000+0000)/|Unit D|748.0|water
/Date(1554681600000+0000)/|Unit D|14700.0|rent
/Date(1554681600000+0000)/|Unit D|1000.0|dues
/Date(1554681600000+0000)/|Unit D|1860.0|elect
/Date(1554681600000+0000)/|Unit B|1496.0|water
/Date(1554854400000+0000)/|Unit A|2376.0|elect
/Date(1554854400000+0000)/|Unit A|1020.0|water
/Date(1554854400000+0000)/|Unit A|16000.0|rent
/Date(1554854400000+0000)/|Unit A|1000.0|dues
/Date(1554854400000+0000)/|Unit F|1020.0|water
/Date(1554854400000+0000)/|Unit F|1000.0|dues
/Date(1554854400000+0000)/|Unit F|14700.0|rent
/Date(1554854400000+0000)/|Unit F|1836.0|elect
/Date(1554854400000+0000)/|Unit B|1000.0|dues
/Date(1554854400000+0000)/|Unit B|14700.0|rent
/Date(1554854400000+0000)/|Unit B|6024.0|elect
/Date(1557187200000+0000)/|Unit F|1000.0|dues
/Date(1557187200000+0000)/|Unit F|1020.0|water
/Date(1557187200000+0000)/|Unit F|2633.0|elect
/Date(1557187200000+0000)/|Unit D|3638.0|elect
/Date(1557187200000+0000)/|Unit D|952.0|water
/Date(1557187200000+0000)/|Unit F|14700.0|rent
/Date(1557187200000+0000)/|Unit E|8785.0|elect.
/Date(1557187200000+0000)/|Unit D|14700.0|rent
/Date(1557187200000+0000)/|Unit G|3000.0|rent
/Date(1557187200000+0000)/|Unit G|500.0|dues
/Date(1557187200000+0000)/|Unit A|4129.0|elect
/Date(1557187200000+0000)/|Unit A|16000.0|rent
/Date(1557187200000+0000)/|Unit A|952.0|water
/Date(1557187200000+0000)/|Unit A|1000.0|dues
/Date(1557187200000+0000)/|Unit C|1000.0|dues
/Date(1557187200000+0000)/|Unit E|1224.0|water
/Date(1557187200000+0000)/|Unit C|13650.0|rent
/Date(1557187200000+0000)/|Unit E|14700.0|rent
/Date(1557187200000+0000)/|Unit D|1000.0|dues
/Date(1557187200000+0000)/|Unit E|1000.0|dues
/Date(1557532800000+0000)/|Unit B|7756.0|elect.
/Date(1557532800000+0000)/|Unit B|14700.0|rent
/Date(1557532800000+0000)/|Unit B|1000.0|
/Date(1558310400000+0000)/|Unit B|1360.0|water
/Date(1558569600000+0000)/|Unit B|1206.0|water
/Date(1559520000000+0000)/|Unit D|938.0|water
/Date(1559520000000+0000)/|Unit D|4698.0|elect
/Date(1559520000000+0000)/|Unit D|1000.0|dues
/Date(1559520000000+0000)/|Unit D|14700.0|rent
/Date(1560124800000+0000)/|Unit A|16000.0|rent
/Date(1560124800000+0000)/|Unit A|1000.0|dues
/Date(1560124800000+0000)/|Unit A|3675.33|elect
/Date(1560124800000+0000)/|Unit A|938.0|water
/Date(1560124800000+0000)/|Unit B|8285.28|elect
/Date(1560124800000+0000)/|Unit G|500.0|dues
/Date(1560124800000+0000)/|Unit G|3000.0|rent
/Date(1560124800000+0000)/|Unit E|1000.0|dues
/Date(1560124800000+0000)/|Unit E|1005.0|water
/Date(1560124800000+0000)/|Unit E|9346.0|elect
/Date(1560124800000+0000)/|Unit E|14700.0|rent
/Date(1560124800000+0000)/|Unit F|804.0|water
/Date(1560729600000+0000)/|Unit B|14700.0|rent
/Date(1560729600000+0000)/|Unit B|1000.0|dues
/Date(1560988800000+0000)/|Unit F|14700.0|rent
/Date(1560988800000+0000)/|Unit F|1000.0|dues
/Date(1560988800000+0000)/|Unit F|676.5|water
/Date(1560988800000+0000)/|Unit F|1326.0|elect
/Date(1561161600000+0000)/|Unit C|54000.0|
/Date(1561161600000+0000)/|Unit C|54000.0|unit C down payment
/Date(1562198400000+0000)/|Unit D|14700.0|rent
/Date(1562198400000+0000)/|Unit D|1000.0|dues
/Date(1562198400000+0000)/|Unit D|6052.2|elect
/Date(1562198400000+0000)/|Unit D|1082.0|water
/Date(1562371200000+0000)/|Unit G|500.0|dues
/Date(1562371200000+0000)/|Tado|14000.0|TADO
/Date(1562371200000+0000)/|Unit E|9401.7|elect
/Date(1562371200000+0000)/|Unit E|1420.0|water
/Date(1562371200000+0000)/|Unit F|1120.35|elect
/Date(1562371200000+0000)/|Unit G|3000.0|rent
/Date(1562371200000+0000)/|Unit F|1000.0|rent
/Date(1562371200000+0000)/|Unit F|14700.0|rent
/Date(1562371200000+0000)/|Unit E|1000.0|dues
/Date(1562371200000+0000)/|Unit E|14700.0|rent
/Date(1562716800000+0000)/|Unit A|16000.0|rent
/Date(1562716800000+0000)/|Unit A|1000.0|dues
/Date(1562716800000+0000)/|Unit A|3719.1|elect
/Date(1562716800000+0000)/|Unit A|811.0|water
/Date(1562716800000+0000)/|Unit B|14700.0|rent
/Date(1562716800000+0000)/|Unit B|1000.0|dues
/Date(1562716800000+0000)/|Unit B|7773.15|elect
/Date(1562716800000+0000)/|Unit B|1014.0|water
/Date(1563753600000+0000)/|Unit C|744.0|elect
/Date(1563753600000+0000)/|Unit C|1000.0|1000
/Date(1563753600000+0000)/|Unit C|744.0|elect.
/Date(1563753600000+0000)/|Unit C|18000.0|rent
/Date(1565308800000+0000)/|Unit G|500.0|dues
/Date(1565308800000+0000)/|Unit G|3000.0|rent
/Date(1565308800000+0000)/|Unit A|16000.0|rent
/Date(1565308800000+0000)/|Unit A|1000.0|dues
/Date(1565308800000+0000)/|Unit A|3514.0|elect
/Date(1565308800000+0000)/|Unit A|810.0|water
/Date(1565308800000+0000)/|Unit E|8520.0|elect
/Date(1565308800000+0000)/|Unit E|1012.0|water
/Date(1565308800000+0000)/|Unit F|1997.0|elect
/Date(1565308800000+0000)/|Unit F|742.0|water
/Date(1565308800000+0000)/|Unit B|6769.0|elect
/Date(1565308800000+0000)/|Unit D|3353.0|elect
/Date(1565308800000+0000)/|Unit D|877.0|water
/Date(1565308800000+0000)/|Unit F|1000.0|dues
/Date(1565308800000+0000)/|Unit F|14700.0|rent
/Date(1565308800000+0000)/|Unit E|14700.0|rent
/Date(1565308800000+0000)/|Unit E|1000.0|dues
/Date(1565308800000+0000)/|Unit D|1000.0|dues
/Date(1565308800000+0000)/|Unit D|14700.0|rent
/Date(1565913600000+0000)/|Unit B|1000.0|DUES
/Date(1565913600000+0000)/|Unit B|14700.0|rent
/Date(1565913600000+0000)/|Unit B|1282.0|water
/Date(1566518400000+0000)/|Unit C|17000.0|rent
/Date(1566518400000+0000)/|Unit C|1000.0|dues
/Date(1566518400000+0000)/|Unit C|1318.22|water
/Date(1568332800000+0000)/|Unit A|16000.0|rent
/Date(1568332800000+0000)/|Unit A|1000.0|dues
/Date(1568332800000+0000)/|Unit A|3264.0|elect
/Date(1568332800000+0000)/|Unit A|971.32|water
/Date(1568332800000+0000)/|Unit F|14700.0|rent
/Date(1568332800000+0000)/|Unit F|1000.0|dues
/Date(1568332800000+0000)/|Unit C|17000.0|rent
/Date(1568332800000+0000)/|Unit G|500.0|dues
/Date(1568332800000+0000)/|Unit G|3000.0|rent
/Date(1568332800000+0000)/|Unit E|1000.0|dues
/Date(1568332800000+0000)/|Unit E|14700.0|rent
/Date(1568332800000+0000)/|Unit F|1728.0|elect.
/Date(1568332800000+0000)/|Unit E|7764.0|elect
/Date(1568332800000+0000)/|Unit E|1110.0|water
/Date(1568332800000+0000)/|Unit F|971.32|water
/Date(1568764800000+0000)/|Unit D|1000.0|dues
/Date(1568764800000+0000)/|Unit D|1040.0|water
/Date(1568764800000+0000)/|Unit D|2952.0|elect.
/Date(1568764800000+0000)/|Unit D|14700.0|rent
/Date(1568764800000+0000)/|Unit C|1000.0|dues
/Date(1568764800000+0000)/|Unit C|1260.0|elect
/Date(1568851200000+0000)/|Unit B|1040.7|WATER
/Date(1568851200000+0000)/|Unit B|6312.0|elect
