InvoiceNumber|Date|Contact|Description|AccountCode|Quantity|UnitAmount|LineAmount|Total|Status|Type
INV-0781|/Date(1533081600000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0797|/Date(1533081600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0796|/Date(1533081600000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0795|/Date(1533081600000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0792|/Date(1533081600000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID|Sales
INV-0791|/Date(1533081600000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0777|/Date(1530403200000+0000)/|Unit F|Electricity Unit F|200|1.0|2366.24|2366.24|2366.24|PAID|Sales
INV-0763|/Date(1530403200000+0000)/|Unit E|Electricity Unit E|200|1.0|7908.9|7908.9|7908.9|PAID|Sales
INV-0762|/Date(1530403200000+0000)/|Unit D|Electricity Unit D|200|1.0|2739.18|2739.18|2739.18|PAID|Sales
INV-0761|/Date(1530403200000+0000)/|Unit C|Electricity Unit C|200|1.0|6661.0|6661.0|6661.0|PAID|Sales
INV-0759|/Date(1530403200000+0000)/|Unit F|Water Unit F|200|1.0|630.0|630.0|630.0|PAID|Sales
INV-0758|/Date(1530403200000+0000)/|Unit E|Water Unit E|200|1.0|1071.0|1071.0|1071.0|PAID|Sales
INV-0757|/Date(1530403200000+0000)/|Unit D|Water Unit D|200|1.0|756.0|756.0|756.0|PAID|Sales
INV-0756|/Date(1530403200000+0000)/|Unit C|Water Unit C|200|1.0|1008.0|1008.0|1008.0|PAID|Sales
INV-0775|/Date(1530403200000+0000)/|Unit A|Water Unit A|200|1.0|756.0|756.0|756.0|PAID|Sales
INV-0776|/Date(1530403200000+0000)/|Unit A|Electricity Unit A|200|1.0|3870.86|3870.86|3870.86|PAID|Sales
INV-0794|/Date(1533081600000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0789|/Date(1533081600000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID|Sales
INV-0755|/Date(1530403200000+0000)/|Unit B|Water Unit B|200|1.0|945.0|945.0|945.0|PAID|Sales
INV-0760|/Date(1530403200000+0000)/|Unit B|Electricity Unit B|200|1.0|6957.26|6957.26|6957.26|PAID|Sales
INV-0782|/Date(1533081600000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0790|/Date(1533081600000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0808|/Date(1533081600000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-0788|/Date(1533081600000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-0804|/Date(1533081600000+0000)/|Unit A|Electricity Unit A|200|1.0|3220.48|3220.48|3220.48|PAID|Sales
INV-0783|/Date(1533081600000+0000)/|Unit A|Water Unit A|200|1.0|704.0|704.0|704.0|PAID|Sales
INV-0785|/Date(1533081600000+0000)/|Unit C|Electricity Unit C|200|1.0|6390.0|6390.0|6390.0|PAID|Sales
INV-0800|/Date(1533081600000+0000)/|Unit C|Water Unit C|200|1.0|896.0|896.0|896.0|PAID|Sales
INV-0801|/Date(1533081600000+0000)/|Unit D|Water Unit D|200|1.0|704.0|704.0|704.0|PAID|Sales
INV-0786|/Date(1533081600000+0000)/|Unit D|Electricity Unit D|200|1.0|2478.26|2478.26|2478.26|PAID|Sales
INV-0784|/Date(1533081600000+0000)/|Unit B|Electricity Unit B|200|1.0|6742.88|6742.88|6742.88|PAID|Sales
INV-0799|/Date(1533081600000+0000)/|Unit B|Water Unit B|200|1.0|896.0|896.0|896.0|PAID|Sales
INV-0805|/Date(1533081600000+0000)/|Unit F|Electricity Unit F|200|1.0|2138.6|2138.6|2138.6|PAID|Sales
INV-0803|/Date(1533081600000+0000)/|Unit F|Water Unit F|200|1.0|704.0|704.0|704.0|PAID|Sales
INV-0802|/Date(1533081600000+0000)/|Unit E|Water Unit E|200|1.0|1600.0|1600.0|1600.0|PAID|Sales
INV-0787|/Date(1533081600000+0000)/|Unit E|Electricity Unit E|200|1.0|8252.48|8252.48|8252.48|PAID|Sales
INV-0835|/Date(1535760000000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-0834|/Date(1535760000000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-0828|/Date(1535760000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0824|/Date(1535760000000+0000)/|Unit F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0822|/Date(1535760000000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0827|/Date(1535760000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0819|/Date(1535760000000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID|Sales
INV-0826|/Date(1535760000000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0825|/Date(1535760000000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0823|/Date(1535760000000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID|Sales
INV-0821|/Date(1535760000000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0809|/Date(1535760000000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0820|/Date(1535760000000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0810|/Date(1535760000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0836|/Date(1535760000000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-0818|/Date(1535760000000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-0856|/Date(1538352000000+0000)/|Unit F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0833|/Date(1535760000000+0000)/|Unit F|Electricity Unit F|200|1.0|1452.0|1452.0|1452.0|PAID|Sales
INV-0814|/Date(1535760000000+0000)/|Unit F|Water Unit F|200|1.0|373.14|373.14|373.14|PAID|Sales
INV-0842|/Date(1538352000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0855|/Date(1538352000000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID|Sales
INV-0832|/Date(1535760000000+0000)/|Unit C|Electricity Unit C|200|1.0|5100.0|5100.0|5100.0|PAID|Sales
INV-0829|/Date(1535760000000+0000)/|Unit C|Water Unit C|200|1.0|746.28|746.28|746.28|PAID|Sales
INV-0857|/Date(1538352000000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0830|/Date(1535760000000+0000)/|Unit D|Water Unit D|200|1.0|808.47|808.47|808.47|PAID|Sales
INV-0816|/Date(1535760000000+0000)/|Unit D|Electricity Unit D|200|1.0|2448.0|2448.0|2448.0|PAID|Sales
INV-0853|/Date(1538352000000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0840|/Date(1538352000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0864|/Date(1538352000000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-0817|/Date(1535760000000+0000)/|Unit E|Electricity Unit E|200|1.0|8652.0|8652.0|8652.0|PAID|Sales
INV-0813|/Date(1535760000000+0000)/|Unit E|Water Unit E|200|1.0|1305.99|1305.99|1305.99|PAID|Sales
INV-0863|/Date(1538352000000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-0854|/Date(1538352000000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0841|/Date(1538352000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0838|/Date(1538352000000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0811|/Date(1535760000000+0000)/|Unit A|Water Unit A|200|1.0|932.85|932.85|932.85|PAID|Sales
INV-0852|/Date(1538352000000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID|Sales
INV-0831|/Date(1535760000000+0000)/|Unit A|Electricity Unit A|200|1.0|3756.0|3756.0|3756.0|PAID|Sales
INV-0850|/Date(1538352000000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-0837|/Date(1538352000000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0839|/Date(1538352000000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0815|/Date(1535760000000+0000)/|Unit B|Electricity Unit B|200|1.0|6360.0|6360.0|6360.0|PAID|Sales
INV-0812|/Date(1535760000000+0000)/|Unit B|Water Unit B|200|1.0|559.71|559.71|559.71|PAID|Sales
INV-0851|/Date(1538352000000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-0891|/Date(1541030400000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-0859|/Date(1538352000000+0000)/|Unit B|Water Unit B|200|1.0|1240.0|1240.0|1240.0|PAID|Sales
INV-0846|/Date(1538352000000+0000)/|Unit B|Electricity Unit B|200|1.0|7649.0|7649.0|7649.0|PAID|Sales
INV-0848|/Date(1538352000000+0000)/|Unit E|Electricity Unit E|200|1.0|9161.0|9161.0|9161.0|PAID|Sales
INV-0843|/Date(1538352000000+0000)/|Unit E|Water Unit E|200|1.0|1240.0|1240.0|1240.0|PAID|Sales
INV-0849|/Date(1538352000000+0000)/|Unit F|Electricity Unit F|200|1.0|2529.0|2529.0|2529.0|PAID|Sales
INV-0844|/Date(1538352000000+0000)/|Unit F|Water Unit F|200|1.0|558.0|558.0|558.0|PAID|Sales
INV-0862|/Date(1538352000000+0000)/|Unit C|Electricity Unit C|200|1.0|6919.0|6919.0|6919.0|PAID|Sales
INV-0860|/Date(1538352000000+0000)/|Unit C|Water Unit C|200|1.0|806.0|806.0|806.0|PAID|Sales
INV-0861|/Date(1538352000000+0000)/|Unit D|Water Unit D|200|1.0|682.0|682.0|682.0|PAID|Sales
INV-0847|/Date(1538352000000+0000)/|Unit D|Electricity Unit D|200|1.0|2254.0|2254.0|2254.0|PAID|Sales
INV-0882|/Date(1541030400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0879|/Date(1541030400000+0000)/|Unit F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0878|/Date(1541030400000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID|Sales
INV-0877|/Date(1541030400000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0881|/Date(1541030400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0876|/Date(1541030400000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0872|/Date(1541030400000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-0867|/Date(1541030400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0866|/Date(1541030400000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0892|/Date(1541030400000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-0873|/Date(1541030400000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-0875|/Date(1541030400000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0865|/Date(1541030400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0880|/Date(1541030400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0874|/Date(1541030400000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID|Sales
INV-0858|/Date(1538352000000+0000)/|Unit A|Water Unit A|200|1.0|930.0|930.0|930.0|PAID|Sales
INV-0845|/Date(1538352000000+0000)/|Unit A|Electricity Unit A|200|1.0|3840.0|3840.0|3840.0|PAID|Sales
INV-0896|/Date(1543622400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0888|/Date(1541030400000+0000)/|Unit D|Electricity Unit D|200|1.0|2249.0|2249.0|2249.0|PAID|Sales
INV-0869|/Date(1541030400000+0000)/|Unit D|Water Unit D|200|1.0|804.0|804.0|804.0|PAID|Sales
INV-0887|/Date(1541030400000+0000)/|Unit B|Electricity Unit B|200|1.0|7223.0|7223.0|7223.0|PAID|Sales
INV-0920|/Date(1543622400000+0000)/|Unit G|water||1.0||||PAID|Sales
INV-0893|/Date(1543622400000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0910|/Date(1543622400000+0000)/|Unit F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0890|/Date(1541030400000+0000)/|Unit F|Electricity Unit F|200|1.0|2094.0|2094.0|2094.0|PAID|Sales
INV-0885|/Date(1541030400000+0000)/|Unit F|Water Unit F|200|1.0|804.0|804.0|804.0|PAID|Sales
INV-0884|/Date(1541030400000+0000)/|Unit C|Water Unit C|200|1.0|1005.0|1005.0|1005.0|PAID|Sales
INV-0871|/Date(1541030400000+0000)/|Unit C|Electricity Unit C|200|1.0|6735.0|6735.0|6735.0|PAID|Sales
INV-0889|/Date(1541030400000+0000)/|Unit E|Electricity Unit E|200|1.0|7663.0|7663.0|7663.0|PAID|Sales
INV-0870|/Date(1541030400000+0000)/|Unit E|Water Unit E|200|1.0|1407.0|1407.0|1407.0|PAID|Sales
INV-0919|/Date(1543622400000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-0918|/Date(1543622400000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-0909|/Date(1543622400000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID|Sales
INV-0895|/Date(1543622400000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0897|/Date(1543622400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0908|/Date(1543622400000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0898|/Date(1543622400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0911|/Date(1543622400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0906|/Date(1543622400000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID|Sales
INV-0886|/Date(1541030400000+0000)/|Unit A|Electricity Unit A|200|1.0|3225.0|3225.0|3225.0|PAID|Sales
INV-0883|/Date(1541030400000+0000)/|Unit A|Water Unit A|200|1.0|871.0|871.0|871.0|PAID|Sales
INV-0868|/Date(1541030400000+0000)/|Unit B|Water Unit B|200|1.0|1340.0|1340.0|1340.0|PAID|Sales
INV-0894|/Date(1543622400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0907|/Date(1543622400000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0905|/Date(1543622400000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-0924|/Date(1546300800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0932|/Date(1546300800000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0903|/Date(1543622400000+0000)/|Unit D|Electricity Unit D|200|1.0|2190.66|2190.66|2190.66|PAID|Sales
INV-0914|/Date(1543622400000+0000)/|Unit D|Water Unit D|200|1.0|726.0|726.0|726.0|PAID|Sales
INV-0904|/Date(1543622400000+0000)/|Unit E|Electricity Unit E|200|1.0|7906.52|7906.52|7906.52|PAID|Sales
INV-0900|/Date(1543622400000+0000)/|Unit E|Water Unit E|200|1.0|1386.0|1386.0|1386.0|PAID|Sales
INV-0933|/Date(1546300800000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0925|/Date(1546300800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0936|/Date(1546300800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0934|/Date(1546300800000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID|Sales
INV-0913|/Date(1543622400000+0000)/|Unit C|Water Unit C|200|1.0|858.0|858.0|858.0|PAID|Sales
INV-0902|/Date(1543622400000+0000)/|Unit C|Electricity Unit C|200|1.0|6106.0|6106.0|6106.0|PAID|Sales
INV-0917|/Date(1543622400000+0000)/|Unit F|Electricity Unit F|200|1.0|1812.96|1812.96|1812.96|PAID|Sales
INV-0915|/Date(1543622400000+0000)/|Unit F|Water Unit F|200|1.0|858.0|858.0|858.0|PAID|Sales
INV-0947|/Date(1546300800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-0946|/Date(1546300800000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-0937|/Date(1546300800000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0922|/Date(1546300800000+0000)/|Unit F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0935|/Date(1546300800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0912|/Date(1543622400000+0000)/|Unit A|Water Unit A|200|1.0|990.0|990.0|990.0|PAID|Sales
INV-0901|/Date(1543622400000+0000)/|Unit A|Electricity Unit A|200|1.0|2656.49|2656.49|2656.49|PAID|Sales
INV-0931|/Date(1546300800000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID|Sales
INV-0916|/Date(1543622400000+0000)/|Unit B|Electricity Unit B|200|1.0|7025.22|7025.22|7025.22|PAID|Sales
INV-0899|/Date(1543622400000+0000)/|Unit B|Water Unit B|200|1.0|1320.0|1320.0|1320.0|PAID|Sales
INV-0921|/Date(1546300800000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0923|/Date(1546300800000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0973|/Date(1548979200000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-0972|/Date(1548979200000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-0976|/Date(1548979200000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0950|/Date(1548979200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0956|/Date(1548979200000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0961|/Date(1548979200000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0954|/Date(1548979200000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-0951|/Date(1548979200000+0000)/|Unit E|Water Unit E|200|1.0|1433.0|1433.0|1433.0|PAID|Sales
INV-0944|/Date(1546300800000+0000)/|Unit E|Electricity Unit E|200|1.0|7068.0|7068.0|7068.0|PAID|Sales
INV-0948|/Date(1546300800000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-0940|/Date(1546300800000+0000)/|Unit D|Water Unit D|200|1.0|847.0|847.0|847.0|PAID|Sales
INV-0943|/Date(1546300800000+0000)/|Unit D|Electricity Unit D|200|1.0|2317.0|2317.0|2317.0|PAID|Sales
INV-0974|/Date(1548979200000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-0930|/Date(1546300800000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-0960|/Date(1548979200000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0957|/Date(1548979200000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID|Sales
INV-0942|/Date(1546300800000+0000)/|Unit C|Electricity Unit C|200|1.0|5418.0|5418.0|5418.0|PAID|Sales
INV-0939|/Date(1546300800000+0000)/|Unit C|Water Unit C|200|1.0|716.87|716.87|716.87|PAID|Sales
INV-0975|/Date(1548979200000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID|Sales
INV-0963|/Date(1548979200000+0000)/|Unit A|Water Unit A|200|1.0|586.0|586.0|586.0|PAID|Sales
INV-0962|/Date(1548979200000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0959|/Date(1548979200000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0958|/Date(1548979200000+0000)/|Unit F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0955|/Date(1548979200000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0949|/Date(1548979200000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0926|/Date(1546300800000+0000)/|Unit B|Water Unit B|200|1.0|1303.0|1303.0|1303.0|PAID|Sales
INV-0941|/Date(1546300800000+0000)/|Unit B|Electricity Unit B|200|1.0|6378.0|6378.0|6378.0|PAID|Sales
INV-0945|/Date(1546300800000+0000)/|Unit F|Electricity Unit F|200|1.0|1275.0|1275.0|1275.0|PAID|Sales
INV-0929|/Date(1546300800000+0000)/|Unit A|Electricity Unit A|200|1.0|1427.0|1427.0|1427.0|PAID|Sales
INV-0928|/Date(1546300800000+0000)/|Unit F|Water Unit F|200|1.0|651.0|651.0|651.0|PAID|Sales
INV-0990|/Date(1551398400000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0981|/Date(1551398400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0966|/Date(1548979200000+0000)/|Unit D|Water Unit D|200|1.0|884.0|884.0|884.0|PAID|Sales
INV-0969|/Date(1548979200000+0000)/|Unit D|Electricity Unit D|200|1.0|2210.0|2210.0|2210.0|PAID|Sales
INV-0968|/Date(1548979200000+0000)/|Unit B|Electricity Unit B|200|1.0|6085.0|6085.0|6085.0|PAID|Sales
INV-0964|/Date(1548979200000+0000)/|Unit B|Water Unit B|200|1.0|1496.0|1496.0|1496.0|PAID|Sales
INV-0965|/Date(1548979200000+0000)/|Unit C|Water Unit C|200|1.0|884.0|884.0|884.0|PAID|Sales
INV-0953|/Date(1548979200000+0000)/|Unit C|Electricity Unit C|200|1.0|6222.0|6222.0|6222.0|PAID|Sales
INV-0994|/Date(1551398400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0993|/Date(1551398400000+0000)/|Unit F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-1003|/Date(1551398400000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-1002|/Date(1551398400000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-0991|/Date(1551398400000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0982|/Date(1551398400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0927|/Date(1546300800000+0000)/|Unit E|Water Unit E|200|1.0|1564.0|1564.0|1564.0|PAID|Sales
INV-0970|/Date(1548979200000+0000)/|Unit E|Electricity Unit E|200|1.0|7514.0|7514.0|7514.0|PAID|Sales
INV-0952|/Date(1548979200000+0000)/|Unit F|Water Unit F|200|1.0|1156.0|1156.0|1156.0|PAID|Sales
INV-0971|/Date(1548979200000+0000)/|Unit F|Electricity Unit F|200|1.0|2024.0|2024.0|2024.0|PAID|Sales
INV-1004|/Date(1551398400000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-0988|/Date(1551398400000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-0989|/Date(1551398400000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-0979|/Date(1551398400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0978|/Date(1551398400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-0977|/Date(1551398400000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID|Sales
INV-0967|/Date(1548979200000+0000)/|Unit A|Electricity Unit A|200|1.0|2471.0|2471.0|2471.0|PAID|Sales
INV-0938|/Date(1546300800000+0000)/|Unit A|Water Unit A|200|1.0|1020.0|1020.0|1020.0|PAID|Sales
INV-1029|/Date(1554076800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-1028|/Date(1554076800000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID|Sales
INV-1019|/Date(1554076800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1012|/Date(1554076800000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-1000|/Date(1551398400000+0000)/|Unit E|Electricity Unit E|200|1.0|6756.0|6756.0|6756.0|PAID|Sales
INV-0985|/Date(1551398400000+0000)/|Unit E|Water Unit E|200|1.0|1088.0|1088.0|1088.0|PAID|Sales
INV-0984|/Date(1551398400000+0000)/|Unit D|Water Unit D|200|1.0|748.0|748.0|748.0|PAID|Sales
INV-1032|/Date(1554076800000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID|Sales
INV-1018|/Date(1554076800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
