Type|InvoiceNumber|Date|Contact|Description|AccountCode|Quantity|UnitAmount|LineAmount|InvoiceTotal|Status
Sale|INV-0496|/Date(1501545600000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-0490|/Date(1501545600000+0000)/|Unit A|Dues Unit A||1.0||||PAID
Sale|INV-0486|/Date(1501545600000+0000)/|Unit A|Rent Unit A||1.0||||PAID
Sale|INV-0480|/Date(1501545600000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-0498|/Date(1504224000000+0000)/|Unit A|Rent Unit A - this is 1 advance and 2 deposit 
17000 * 3 = 51,000

|200|1.0|51000.0|51000.0|51000.0|PAID
Sale|INV-0503|/Date(1504224000000+0000)/|Unit A|Dues Unit A - paid dues with their initial rent of 51,000 (1 month advance and 2 deposits).
||1.0||||PAID
Sale|INV-0476|/Date(1501545600000+0000)/|Unit C|Water Unit C|200|1.0|1157.66|1157.66|1157.66|PAID
Sale|INV-0501|/Date(1504224000000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0505|/Date(1504224000000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0482|/Date(1501545600000+0000)/|Unit C|Electricity Unit C|200|1.0|4610.0|4610.0|4610.0|PAID
Sale|INV-0477|/Date(1501545600000+0000)/|Unit D|Water Unit D|200|1.0|992.2|992.2|992.2|PAID
Sale|INV-0483|/Date(1501545600000+0000)/|Unit D|Electricity Unit D|200|1.0|2070.0|2070.0|2070.0|PAID
Sale|INV-0506|/Date(1504224000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0520|/Date(1504224000000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0478|/Date(1501545600000+0000)/|Unit E|Water Unit E|200|1.0|2149.94|2149.94|2149.94|PAID
Sale|INV-0484|/Date(1501545600000+0000)/|Unit E|Electricity Unit E|200|1.0|7050.0|7050.0|7050.0|PAID
Sale|INV-0507|/Date(1504224000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0500|/Date(1504224000000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0508|/Date(1504224000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0502|/Date(1504224000000+0000)/|Unt F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0485|/Date(1501545600000+0000)/|Unit F|Electricity Unit F|200|1.0|1510.0|1510.0|1510.0|PAID
Sale|INV-0479|/Date(1501545600000+0000)/|Unit F|Water Unit F|200|1.0|1405.73|1405.73|1405.73|PAID
Sale|INV-0504|/Date(1504224000000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0475|/Date(1501545600000+0000)/|Unit B|Water Unit B|200|1.0|1074.97|1074.97|1074.97|PAID
Sale|INV-0481|/Date(1501545600000+0000)/|Unit B|Electricity Unit B|200|1.0|4920.0|4920.0|4920.0|PAID
Sale|INV-0499|/Date(1504224000000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0512|/Date(1504224000000+0000)/|Unit D|Water Unit D|200|1.0|1209.0|1209.0|1209.0|PAID
Sale|INV-0518|/Date(1504224000000+0000)/|Unit D|Electricity Unit D|200|1.0|2118.0|2118.0|2118.0|PAID
Sale|INV-0514|/Date(1504224000000+0000)/|Unit F|Water Unit F|200|1.0|1488.0|1488.0|1488.0|PAID
Sale|INV-0497|/Date(1504224000000+0000)/|Unit F|Electricity Unit F|200|1.0|1155.0|1155.0|1155.0|PAID
Sale|INV-0536|/Date(1506816000000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0541|/Date(1506816000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0522|/Date(1506816000000+0000)/|Unt F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0543|/Date(1506816000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0519|/Date(1504224000000+0000)/|Unit E|Electricity Unit E|200|1.0|7768.0|7768.0|7768.0|PAID
Sale|INV-0517|/Date(1504224000000+0000)/|Unit C|Electricity Unit C|200|1.0|5050.0|5050.0|5050.0|PAID
Sale|INV-0511|/Date(1504224000000+0000)/|Unit C|Water Unit C|200|1.0|1395.0|1395.0|1395.0|PAID
Sale|INV-0513|/Date(1504224000000+0000)/|Unit E|Water Unit E|200|1.0|1581.0|1581.0|1581.0|PAID
Sale|INV-0540|/Date(1506816000000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0521|/Date(1506816000000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0537|/Date(1506816000000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0542|/Date(1506816000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0509|/Date(1504224000000+0000)/|Unit A|Water Unit A|200|1.0|465.0|465.0|465.0|PAID
Sale|INV-0538|/Date(1506816000000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0534|/Date(1506816000000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID
Sale|INV-0515|/Date(1504224000000+0000)/|Unit A|Electricity Unit A|200|1.0|3381.0|3381.0|3381.0|PAID
Sale|INV-0535|/Date(1506816000000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0539|/Date(1506816000000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0510|/Date(1504224000000+0000)/|Unit B|Water Unit B|200|1.0|1302.0|1302.0|1302.0|PAID
Sale|INV-0516|/Date(1504224000000+0000)/|Unit B|Electricity Unit B|200|1.0|5585.0|5585.0|5585.0|PAID
Sale|INV-0526|/Date(1506816000000+0000)/|Unit E|Water Unit E|200|1.0|1710.0|1710.0|1710.0|PAID
Sale|INV-0564|/Date(1509494400000+0000)/|Unit E|Electricity Unit E|200|1.0|7700.0|7700.0|7700.0|PAID
Sale|INV-0525|/Date(1506816000000+0000)/|Unit D|Water Unit D|200|1.0|1140.0|1140.0|1140.0|PAID
Sale|INV-0563|/Date(1509494400000+0000)/|Unit D|Electricity Unit D|200|1.0|2222.0|2222.0|2222.0|PAID
Sale|INV-0567|/Date(1509494400000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0551|/Date(1509494400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0552|/Date(1509494400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0546|/Date(1509494400000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0533|/Date(1506816000000+0000)/|Unit F|Electricity Unit F|200|1.0|1309.0|1309.0|1309.0|PAID
Sale|INV-0524|/Date(1506816000000+0000)/|Unit C|Water Unit C|200|1.0|1235.0|1235.0|1235.0|PAID
Sale|INV-0530|/Date(1506816000000+0000)/|Unit C|Electricity Unit C|200|1.0|4895.0|4895.0|4895.0|PAID
Sale|INV-0548|/Date(1509494400000+0000)/|Unt F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0547|/Date(1509494400000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0553|/Date(1509494400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0550|/Date(1509494400000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0529|/Date(1506816000000+0000)/|Unit B|Electricity Unit B|200|1.0|5610.0|5610.0|5610.0|PAID
Sale|INV-0523|/Date(1506816000000+0000)/|Unit B|Water Unit B|200|1.0|1615.0|1615.0|1615.0|PAID
Sale|INV-0568|/Date(1509494400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0566|/Date(1509494400000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0528|/Date(1506816000000+0000)/|Unit A|Electricity Unit A|200|1.0|2211.0|2211.0|2211.0|PAID
Sale|INV-0545|/Date(1509494400000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID
Sale|INV-0549|/Date(1509494400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0544|/Date(1506816000000+0000)/|Unit A|Water Unit A|200|1.0|1235.0|1235.0|1235.0|PAID
Sale|INV-0527|/Date(1506816000000+0000)/|Unit F|Water Unit F|200|1.0|1008.0|1008.0|1008.0|PAID
Sale|INV-0531|/Date(1506816000000+0000)/|Unit D|Electricity Unit D|200|1.0|2002.0|2002.0|2002.0|PAID
Sale|INV-0557|/Date(1509494400000+0000)/|Unit D|Water Unit D|200|1.0|880.46|880.46|880.46|PAID
Sale|INV-0562|/Date(1509494400000+0000)/|Unit C|Electricity Unit C|200|1.0|5291.0|5291.0|5291.0|PAID
Sale|INV-0556|/Date(1509494400000+0000)/|Unit C|Water Unit C|200|1.0|817.0|817.0|817.0|PAID
Sale|INV-0588|/Date(1512086400000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0589|/Date(1512086400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0570|/Date(1512086400000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0569|/Date(1512086400000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0561|/Date(1509494400000+0000)/|Unit B|Electricity Unit B|200|1.0|5687.0|5687.0|5687.0|PAID
Sale|INV-0555|/Date(1509494400000+0000)/|Unit B|Water Unit B|200|1.0|880.46|880.46|880.46|PAID
Sale|INV-0560|/Date(1509494400000+0000)/|Unit A|Electricity Unit A|200|1.0|2233.0|2233.0|2233.0|PAID
Sale|INV-0554|/Date(1509494400000+0000)/|Unit A|Water Unit A|200|1.0|943.35|943.35|943.35|PAID
Sale|INV-0583|/Date(1512086400000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID
Sale|INV-0586|/Date(1512086400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0584|/Date(1512086400000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0587|/Date(1512086400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0585|/Date(1512086400000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0591|/Date(1512086400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0558|/Date(1509494400000+0000)/|Unit E|Water Unit E|200|1.0|1257.82|1257.82|1257.82|PAID
Sale|INV-0532|/Date(1506816000000+0000)/|Unit E|Electricity Unit E|200|1.0|7084.0|7084.0|7084.0|PAID
Sale|INV-0571|/Date(1512086400000+0000)/|Unt F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0590|/Date(1512086400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0565|/Date(1509494400000+0000)/|Unit F|Electricity Unit F|200|1.0|1045.0|1045.0|1045.0|PAID
Sale|INV-0559|/Date(1509494400000+0000)/|Unit F|Water Unit F|200|1.0|1006.0|1006.0|1006.0|PAID
Sale|INV-0582|/Date(1512086400000+0000)/|Unit F|Electricity Unit F|200|1.0|1045.0|1045.0|1045.0|PAID
Sale|INV-0616|/Date(1514764800000+0000)/|Unt F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0606|/Date(1514764800000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0604|/Date(1514764800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0605|/Date(1514764800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0615|/Date(1514764800000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0603|/Date(1514764800000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0601|/Date(1514764800000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID
Sale|INV-0614|/Date(1514764800000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0602|/Date(1514764800000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0594|/Date(1514764800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0595|/Date(1514764800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0581|/Date(1512086400000+0000)/|Unit E|Electricity Unit E|200|1.0|7084.0|7084.0|7084.0|PAID
Sale|INV-0593|/Date(1514764800000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0580|/Date(1512086400000+0000)/|Unit D|Electricity Unit D|200|1.0|1859.0|1859.0|1859.0|PAID
Sale|INV-0577|/Date(1512086400000+0000)/|Unit A|Electricity Unit A|200|1.0|2266.0|2266.0|2266.0|PAID
Sale|INV-0579|/Date(1512086400000+0000)/|Unit C|Electricity Unit C|200|1.0|5038.0|5038.0|5038.0|PAID
Sale|INV-0578|/Date(1512086400000+0000)/|Unit B|Electricity Unit B|200|1.0|5104.0|5104.0|5104.0|PAID
Sale|INV-0574|/Date(1512086400000+0000)/|Unit D|Water Unit D|200|1.0|682.0|682.0|682.0|PAID
Sale|INV-0572|/Date(1512086400000+0000)/|Unit B|Water Unit B|200|1.0|868.0|868.0|868.0|PAID
Sale|INV-0573|/Date(1512086400000+0000)/|Unit C|Water Unit C|200|1.0|868.0|868.0|868.0|PAID
Sale|INV-0592|/Date(1512086400000+0000)/|Unit A|Water Unit A|200|1.0|1054.0|1054.0|1054.0|PAID
Sale|INV-0575|/Date(1512086400000+0000)/|Unit E|Water Unit E|200|1.0|1178.0|1178.0|1178.0|PAID
Sale|INV-0576|/Date(1512086400000+0000)/|Unit F|Water Unit F|200|1.0|744.0|744.0|744.0|PAID
Sale|INV-0612|/Date(1514764800000+0000)/|Unit D|Electricity Unit D|200|1.0|2128.0|2128.0|2128.0|PAID
Sale|INV-0608|/Date(1514764800000+0000)/|Unit D|Water Unit D|200|1.0|688.16|688.16|688.16|PAID
Sale|INV-0617|/Date(1517443200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0640|/Date(1517443200000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0623|/Date(1517443200000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0627|/Date(1517443200000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0607|/Date(1514764800000+0000)/|Unit C|Water Unit C|200|1.0|688.16|688.16|688.16|PAID
Sale|INV-0599|/Date(1514764800000+0000)/|Unit C|Electricity Unit C|200|1.0|3670.8|3670.8|3670.8|PAID
Sale|INV-0622|/Date(1517443200000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0628|/Date(1517443200000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0598|/Date(1514764800000+0000)/|Unit E|Water Unit E|200|1.0|1313.76|1313.76|1313.76|PAID
Sale|INV-0613|/Date(1514764800000+0000)/|Unit E|Electricity Unit E|200|1.0|7479.92|7479.92|7479.92|PAID
Sale|INV-0609|/Date(1514764800000+0000)/|Unit F|Water Unit F|200|1.0|750.72|750.72|750.72|PAID
Sale|INV-0600|/Date(1514764800000+0000)/|Unit F|Electricity Unit F|200|1.0|1170.4|1170.4|1170.4|PAID
Sale|INV-0624|/Date(1517443200000+0000)/|Unt F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0629|/Date(1517443200000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0596|/Date(1514764800000+0000)/|Unit A|Water Unit A|200|1.0|813.28|813.28|813.28|PAID
Sale|INV-0597|/Date(1514764800000+0000)/|Unit B|Water Unit B|200|1.0|750.72|750.72|750.72|PAID
Sale|INV-0610|/Date(1514764800000+0000)/|Unit A|Electricity Unit A|200|1.0|1713.04|1713.04|1713.04|PAID
Sale|INV-0611|/Date(1514764800000+0000)/|Unit B|Electricity Unit B|200|1.0|5043.36|5043.36|5043.36|PAID
Sale|INV-0621|/Date(1517443200000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0620|/Date(1517443200000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID
Sale|INV-0625|/Date(1517443200000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0626|/Date(1517443200000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0647|/Date(1519862400000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0631|/Date(1517443200000+0000)/|Unit C|Water Unit C|200|1.0|888.09|888.09|888.09|PAID
Sale|INV-0663|/Date(1519862400000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0632|/Date(1517443200000+0000)/|Unit D|Water Unit D|200|1.0|888.09|888.09|888.09|PAID
Sale|INV-0664|/Date(1519862400000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0648|/Date(1519862400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0639|/Date(1517443200000+0000)/|Unit F|Electricity Unit F|200|1.0|1504.95|1504.95|1504.95|PAID
Sale|INV-0636|/Date(1517443200000+0000)/|Unit C|Electricity Unit C|200|1.0|5356.2|5356.2|5356.2|PAID
Sale|INV-0637|/Date(1517443200000+0000)/|Unit D|Electricity Unit D|200|1.0|2215.95|2215.95|2215.95|PAID
Sale|INV-0650|/Date(1519862400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0633|/Date(1517443200000+0000)/|Unit F|Water Unit F|200|1.0|951.0|951.0|951.0|PAID
Sale|INV-0644|/Date(1519862400000+0000)/|Unt F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0649|/Date(1519862400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0638|/Date(1517443200000+0000)/|Unit E|Electricity Unit E|200|1.0|8022.45|8022.45|8022.45|PAID
Sale|INV-0619|/Date(1517443200000+0000)/|Unit E|Water Unit E|200|1.0|1459.0|1459.0|1459.0|PAID
Sale|INV-0662|/Date(1519862400000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0634|/Date(1517443200000+0000)/|Unit A|Electricity Unit A|200|1.0|2429.5|2429.5|2429.5|PAID
Sale|INV-0630|/Date(1517443200000+0000)/|Unit A|Water Unit A|200|1.0|824.65|824.65|824.65|PAID
Sale|INV-0660|/Date(1519862400000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID
Sale|INV-0645|/Date(1519862400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0635|/Date(1517443200000+0000)/|Unit B|Electricity Unit B|200|1.0|5593.2|5593.2|5593.2|PAID
Sale|INV-0618|/Date(1517443200000+0000)/|Unit B|Water Unit B|200|1.0|888.09|888.09|888.09|PAID
Sale|INV-0661|/Date(1519862400000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0646|/Date(1519862400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0678|/Date(1522540800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0674|/Date(1522540800000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0665|/Date(1522540800000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0657|/Date(1519862400000+0000)/|Unit D|Electricity Unit D|200|1.0|2249.0|2249.0|2249.0|PAID
Sale|INV-0642|/Date(1519862400000+0000)/|Unit D|Water Unit D|200|1.0|650.0|650.0|650.0|PAID
Sale|INV-0641|/Date(1519862400000+0000)/|Unit C|Water Unit C|200|1.0|910.0|910.0|910.0|PAID
Sale|INV-0643|/Date(1519862400000+0000)/|Unit C|Electricity Unit C|200|1.0|6175.0|6175.0|6175.0|PAID
Sale|INV-0679|/Date(1522540800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0692|/Date(1522540800000+0000)/|Unit G|Electricity Unit G||1.0||||VOIDED
Sale|INV-0691|/Date(1522540800000+0000)/|Unit G|Water Unit G||1.0||||VOIDED
Sale|INV-0690|/Date(1522540800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-0689|/Date(1522540800000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID
Sale|INV-0695|/Date(1522972800000+0000)/|Unit G|deposit ,dues&rent|200|1.0|3500.0|3500.0|3500.0|PAID
Sale|INV-0688|/Date(1522540800000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0677|/Date(1522540800000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0656|/Date(1519862400000+0000)/|Unit B|Electricity Unit B|200|1.0|6227.0|6227.0|6227.0|PAID
Sale|INV-0652|/Date(1519862400000+0000)/|Unit B|Water Unit B|200|1.0|975.0|975.0|975.0|PAID
Sale|INV-0681|/Date(1522540800000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0659|/Date(1519862400000+0000)/|Unit F|Electricity Unit F|200|1.0|1352.0|1352.0|1352.0|PAID
Sale|INV-0680|/Date(1522540800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0653|/Date(1519862400000+0000)/|Unit E|Water Unit E|200|1.0|1820.0|1820.0|1820.0|PAID
Sale|INV-0675|/Date(1522540800000+0000)/|Unt F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0654|/Date(1519862400000+0000)/|Unit F|Water Unit F|200|1.0|845.0|845.0|845.0|PAID
Sale|INV-0673|/Date(1522540800000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0658|/Date(1519862400000+0000)/|Unit E|Electricity Unit E|200|1.0|9217.0|9217.0|9217.0|PAID
Sale|INV-0687|/Date(1522540800000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID
Sale|INV-0676|/Date(1522540800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0655|/Date(1519862400000+0000)/|Unit A|Electricity Unit A|200|1.0|2912.0|2912.0|2912.0|PAID
Sale|INV-0651|/Date(1519862400000+0000)/|Unit A|Water Unit A|200|1.0|975.0|975.0|975.0|PAID
Sale|INV-0693|/Date(1522886400000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-0694|/Date(1522886400000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-0718|/Date(1525132800000+0000)/|Unit E|Rent Unit E|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0672|/Date(1522540800000+0000)/|Unit E|Electricity Unit E|200|1.0|10517.0|10517.0|10517.0|PAID
Sale|INV-0668|/Date(1522540800000+0000)/|Unit E|Water Unit E|200|1.0|1943.0|1943.0|1943.0|PAID
Sale|INV-0721|/Date(1525132800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0704|/Date(1525132800000+0000)/|Unit D|Rent Unit D|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0720|/Date(1525132800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0705|/Date(1525132800000+0000)/|Unit C|Rent Unit C|200|1.0|13650.0|13650.0|13650.0|PAID
Sale|INV-0666|/Date(1522540800000+0000)/|Unit C|Water Unit C|200|1.0|1072.0|1072.0|1072.0|PAID
Sale|INV-0667|/Date(1522540800000+0000)/|Unit D|Water Unit D|200|1.0|871.0|871.0|871.0|PAID
Sale|INV-0670|/Date(1522540800000+0000)/|Unit C|Electricity Unit C|200|1.0|7189.0|7189.0|7189.0|PAID
Sale|INV-0671|/Date(1522540800000+0000)/|Unit D|Electricity Unit D|200|1.0|3991.0|3991.0|3991.0|PAID
Sale|INV-0716|/Date(1525132800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-0715|/Date(1525132800000+0000)/|Unit G|Rent Unit G|200|1.0|3000.0|3000.0|3000.0|PAID
Sale|INV-0708|/Date(1525132800000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-0722|/Date(1525132800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0723|/Date(1525132800000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0719|/Date(1525132800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0706|/Date(1525132800000+0000)/|Unit F|Rent Unit F|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0707|/Date(1525132800000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-0703|/Date(1525132800000+0000)/|Unit B|Rent Unit B|200|1.0|14700.0|14700.0|14700.0|PAID
Sale|INV-0702|/Date(1525132800000+0000)/|Unit A|Rent Unit A|200|1.0|16000.0|16000.0|16000.0|PAID
Sale|INV-0686|/Date(1522540800000+0000)/|Unit F|Electricity Unit F|200|1.0|1417.0|1417.0|1417.0|PAID
Sale|INV-0685|/Date(1522540800000+0000)/|Unit A|Electricity Unit A|200|1.0|3042.0|3042.0|3042.0|PAID
